g’,Gsize,NextClosure,Lindig,Inherit-Concepts,InClose,Bordat,Godin,Norris,AddIntent
10,60,24,47,97,2,18,167,44,841
10,60,25,46,100,2,17,169,43,838
10,60,26,47,98,2,18,176,44,890
10,60,24,46,94,1,17,168,43,813
10,60,41,49,102,2,19,175,44,883
10,60,26,47,98,1,17,176,44,889
10,60,24,49,98,2,17,165,45,852
10,60,25,49,99,2,18,174,44,894
10,60,25,47,96,2,17,174,44,850
10,60,31,49,99,2,18,174,45,912
,MEDIA,"26,75","47,5",98,"1,88","17,63",171,"43,88","857,63"
