g’,Gsize,NextClosure,Lindig,Inherit-Concepts,InClose,Bordat,Godin,Norris,AddIntent
20,60,149,419,698,54,251,1004,377,0
20,60,148,415,726,55,250,1008,382,0
20,60,151,428,725,57,256,1027,389,0
20,60,150,422,721,55,255,1000,388,0
20,60,146,411,702,53,248,996,393,0
20,60,152,439,724,57,265,1027,397,0
20,60,151,431,715,56,254,1024,388,0
20,60,150,428,707,56,256,1013,386,0
20,60,156,444,741,58,269,1083,410,0
20,60,155,446,781,58,264,1023,380,0
,MEDIA,"150,8","428,3",724,"55,9","256,8","1020,5",389,0
