g’,Gsize,NextClosure,Lindig,Inherit-Concepts,InClose,Bordat,Godin,Norris,AddIntent
20,40,37,92,239,13,84,271,90,0
20,40,39,95,257,16,91,285,94,0
20,40,41,100,261,17,92,296,100,0
20,40,42,100,257,16,91,299,97,0
20,40,40,98,253,15,89,277,93,0
20,40,38,94,258,15,86,279,94,0
20,40,39,94,252,15,85,282,94,0
20,40,40,104,277,16,99,290,102,0
20,40,40,96,258,15,88,284,95,0
20,40,38,93,249,14,85,279,92,0
,MEDIA,"39,4","96,6","256,1","15,2",89,"284,2","95,1",0
